名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,都道府県,電話番号,携帯,キャリア,カレーの食べ方
沢 みき,さわ みき,sawa_miki@example.com,女,79,1942/1/30,既婚,大阪府,091-800-8850,090- 155- 530,ドコモ,右ルー・混ぜ混ぜ派
本村 さやか,ほんむら さやか,honnmura_sayaka@example.com,女,22,1998/12/29,未婚,神奈川県,030- 59-5855,090-2746-7522,ドコモ,左ルー・せき止め派
高樹 さんま,たかぎ さんま,takagi_sanma@example.com,男,47,1974/5/11,既婚,鳥取県,0 6-228-8991,080-3838-6021,ドコモ,左ルー・混ぜ混ぜ派
荒井 あさみ,あらい あさみ,arai_asami@example.com,女,80,1941/7/10,既婚,兵庫県,061-514-4996,090-4249-2746,au,ぶっかけ・混ぜ混ぜ派
皆川 薫,みなかわ かおる,minakawa_kaoru@example.com,女,28,1993/8/25,既婚,埼玉県,067-715-2559,080-8631-2783,au,左ルー・混ぜ混ぜ派
神山 一,かみやま はじめ,kamiyama_hajime@example.com,男,53,1968/4/11,既婚,神奈川県,064- 61-9695,090-1702-2615,ソフトバンク,左ルー・混ぜ混ぜ派
米谷 人志,よねや ひとし,yoneya_hitoshi@example.com,男,35,1986/7/19,既婚,宮城県,0 9-615-7601,080-3989-5903,ソフトバンク,ぶっかけ・せき止め派
田上 陽介,たうえ ようすけ,taue_yousuke@example.com,男,73,1948/8/31,既婚,愛知県,043-920-2134,080-4473- 925,ドコモ,左ルー・別口派
石本 淳子,いしもと あつこ,ishimoto_atsuko@example.com,女,77,1943/10/24,既婚,神奈川県,069-851-4829,090- 275-1711,au,奥ルー・混ぜ混ぜ派
高柳 陽介,たかやなぎ ようすけ,takayanagi_yousuke@example.com,男,52,1969/7/23,既婚,神奈川県,075-157-7569,080-2351-2007,ドコモ,右ルー・混ぜ混ぜ派
黒田 美希,くろた みき,kurota_miki@example.com,女,32,1989/4/22,未婚,神奈川県,096-556-8940,080-7792-7520,ドコモ,ぶっかけ・ナン派
大坂 和久,おおさか かずひさ,oosaka_kazuhisa@example.com,男,23,1998/1/29,未婚,千葉県,052-299-8410,080-1107- 991,ドコモ,ぶっかけ・ルー攻め派
甲斐 徹平,かい てっぺい,kai_teppei@example.com,男,33,1987/12/20,未婚,東京都,071-303-4474,090-9709-2565,ドコモ,左ルー・せき止め派
松川 朝香,まつかわ あさか,matsukawa_asaka@example.com,女,41,1980/6/28,既婚,東京都,066-522-1103,090-5212-8944,ドコモ,ぶっかけ・せき止め派
渋谷 勤,しぶや つとむ,shibuya_tsutomu@example.com,男,42,1979/9/11,既婚,北海道,045-750-4664,090-3276-5675,au,左ルー・別口派
松沢 貴嶺,まつざわ たかね,matsuzawa_takane@example.com,男,68,1953/2/15,既婚,京都府,095-151-5214,080-8124- 700,au,左ルー・ナン派
木戸 了,きど りょう,kido_ryou@example.com,男,65,1956/5/19,既婚,沖縄県,015-717-4835,090-6970- 420,ドコモ,ぶっかけ・せき止め派
富岡 遥,とみおか はるか,tomioka_haruka@example.com,女,63,1958/3/4,既婚,東京都,064-498-9087,080- 422-9331,au,ぶっかけ・せき止め派
小池 莉緒,こいけ りお,koike_rio@example.com,女,41,1980/6/25,既婚,大阪府,024- 64-2619,080-6639-6829,ドコモ,別盛り・ルー攻め派
武井 和久,たけい かずひさ,takei_kazuhisa@example.com,男,26,1995/1/5,未婚,福岡県,062-  1-7619,080-3580-5381,ドコモ,左ルー・ルー攻め派
深沢 優,ふかざわ ゆう,fukazawa_yuu@example.com,女,62,1959/4/28,既婚,兵庫県,079-292-2113,090-5584-7910,ドコモ,左ルー・別口派
荒木 雅功,あらき まさとし,araki_masatoshi@example.com,男,33,1987/11/12,未婚,東京都,097- 11-2486,090-3922-4256,au,左ルー・ルー攻め派
柳 満,やなぎ みつる,yanagi_mitsuru@example.com,男,48,1972/11/9,既婚,栃木県,091-251-2227,080-1440-5778,ドコモ,奥ルー・せき止め派
千田 徹,せんだ とおる,sennda_tooru@example.com,男,29,1992/8/21,既婚,岡山県,064-251-1531,090-3641- 615,ドコモ,左ルー・せき止め派
竹本 知世,たけもと ちせ,takemoto_chise@example.com,女,63,1958/1/25,既婚,茨城県,040- 97-3738,080-2872- 424,ドコモ,手前ルー・ルー攻め派
小松 未華子,こまつ みかこ,komatsu_mikako@example.com,女,21,2000/3/1,未婚,東京都,0 3-273-1295,090-7023-3693,au,ぶっかけ・混ぜ混ぜ派
岡本 隆,おかもと たかし,okamoto_takashi@example.com,男,51,1970/7/24,既婚,福島県,059-557-5868,080-1675-2156,au,左ルー・混ぜ混ぜ派
毛利 恵子,もうり けいこ,mouri_keiko@example.com,女,65,1955/11/11,既婚,愛媛県,094-649-1339,090- 182- 137,ドコモ,奥ルー・別口派
日下 拓郎,ひのした たくろう,hinoshita_takurou@example.com,男,54,1966/12/16,既婚,山形県,033-129-2915,090-6941- 921,ツーカー,ぶっかけ・混ぜ混ぜ派
難波 美菜,なんば みな,nannba_mina@example.com,女,65,1956/9/15,既婚,千葉県,053-706- 454,080- 421-7622,ドコモ,別盛り・別口派
富樫 あさみ,とがし あさみ,togashi_asami@example.com,女,52,1969/9/7,既婚,東京都,0  -282-1965,080-6079-6185,ドコモ,左ルー・せき止め派
丹羽 剛基,たんば よしき,tannba_yoshiki@example.com,男,60,1960/12/7,既婚,山形県,043-  2-2246,090-1469-4687,ドコモ,手前ルー・混ぜ混ぜ派
沖 美帆,おき みほ,oki_miho@example.com,女,30,1990/12/10,既婚,秋田県,054- 63-5566,090-1556- 332,ドコモ,右ルー・せき止め派
池谷 慶太,いけたに けいた,iketani_keita@example.com,男,33,1988/4/15,既婚,奈良県,075-145-4213,080-5863-9281,ドコモ,左ルー・せき止め派
甲斐 結衣,かい ゆい,kai_yui@example.com,女,41,1980/8/31,既婚,東京都,064-347-1917,090-4593-  24,ドコモ,ぶっかけ・別口派
満島 美智子,みつしま みちこ,mitsushima_michiko@example.com,女,70,1951/3/1,既婚,東京都,060-540-5802,080-7393- 572,ソフトバンク,別盛り・ルー攻め派
久保 美里,くぼ みり,kubo_miri@example.com,女,20,2001/2/11,未婚,青森県,049-509-5742,080-5424-4013,au,左ルー・混ぜ混ぜ派
石田 賢二,いしだ けんじ,ishida_kenji@example.com,男,49,1972/7/14,既婚,栃木県,030-421-4430,080-9990-2175,ソフトバンク,右ルー・せき止め派
丸山 翔,まるやま しょう,maruyama_shou@example.com,男,31,1990/8/19,既婚,福岡県,054-439-2788,090-6353-7982,ソフトバンク,左ルー・ナン派
窪田 美月,くぼた みづき,kubota_miduki@example.com,女,68,1952/12/18,既婚,埼玉県,033-486-5054,080-7630-2712,au,別盛り・ナン派
坂上 寛治,さかがみ かんじ,sakagami_kanji@example.com,男,37,1984/4/6,既婚,北海道,0 9-293- 665,090-2504-4418,ドコモ,手前ルー・ルー攻め派
寺尾 景子,てらお けいこ,terao_keiko@example.com,女,31,1990/9/19,未婚,青森県,047-482-7074,090-5517- 837,ソフトバンク,左ルー・せき止め派
桑原 怜奈,くわばら れいな,kuwabara_reina@example.com,女,48,1972/11/20,既婚,兵庫県,055-347-3193,080-8061-8733,ドコモ,右ルー・せき止め派
牧田 満,まきた みつる,makita_mitsuru@example.com,男,39,1982/7/31,既婚,宮崎県,075-118-8683,090-6755-2231,ソフトバンク,左ルー・ルー攻め派
山城 瞬,やましろ しゅん,yamashiro_shun@example.com,女,50,1971/8/14,既婚,新潟県,098-766-9393,090-9159-2279,au,ぶっかけ・混ぜ混ぜ派
川口 美佳,かわぐち みか,kawaguchi_mika@example.com,女,34,1987/6/14,既婚,東京都,097-703-7420,090-7644-7865,au,左ルー・ルー攻め派
及川 大樹,おいかわ ひろき,oikawa_hiroki@example.com,男,63,1957/10/2,既婚,埼玉県,0 4-228-1760,090-7900-7583,au,ぶっかけ・混ぜ混ぜ派
半田 里穂,はんだ りほ,hannda_riho@example.com,女,28,1993/9/14,未婚,東京都,091-657-5511,090-7162- 300,ドコモ,左ルー・せき止め派
長谷部 秀樹,はせべ ひでき,hasebe_hideki@example.com,男,33,1987/12/29,既婚,福島県,081-185-1555,080-7558-5454,ソフトバンク,ぶっかけ・せき止め派
井田 サンタマリア,いだ さんたまりあ,ida_stmaria@example.com,女,26,1995/5/7,既婚,東京都,076-519-2008,090-6525-1029,au,奥ルー・ルー攻め派
坂田 和之,さかた かずゆき,sakata_kazuyuki@example.com,男,62,1959/2/18,既婚,埼玉県,015-188-7375,090-1064-  48,au,右ルー・ルー攻め派
坪井 輝信,つぼい あきのぶ,tsuboi_akinobu@example.com,男,57,1964/4/7,既婚,愛知県,083-730-1130,090-2828-8254,ソフトバンク,左ルー・せき止め派
堀川 獅童,ほりかわ しどう,horikawa_shidou@example.com,男,62,1959/6/25,既婚,京都府,047-401-8899,090-1181-6307,ドコモ,手前ルー・別口派
森 芳正,もり よしまさ,mori_yoshimasa@example.com,男,70,1951/2/8,既婚,広島県,081-714-9621,090-5208-3482,au,別盛り・ルー攻め派
向井 基祐,むらい きすけ,murai_kisuke@example.com,男,52,1969/3/5,既婚,山形県,0 8-248-2820,090- 792-6859,ソフトバンク,左ルー・ルー攻め派
島崎 浩正,しまざき ひろまさ,shimazaki_hiromasa@example.com,男,26,1995/1/31,既婚,宮崎県,0 6-212-3931,090-2220-5257,au,右ルー・せき止め派
安藤 祐一,あんどう ゆういち,anndou_yuuichi@example.com,男,74,1947/7/16,既婚,兵庫県,077-617- 897,090-1772-5017,au,左ルー・ルー攻め派
高山 しほり,たかやま しほり,takayama_shihori@example.com,女,42,1979/2/26,既婚,広島県,080-773-3443,080-2679-3582,ドコモ,左ルー・混ぜ混ぜ派
藤原 ひろ子,ふじわら ひろこ,fujiwara_hiroko@example.com,女,45,1976/5/24,既婚,東京都,029-630-8992,090-2869-8656,ソフトバンク,別盛り・ルー攻め派
古川 真一,ふるかわ しんいち,furukawa_shinichi@example.com,男,61,1960/6/25,既婚,神奈川県,068-735-5649,080-1425-3211,ドコモ,左ルー・別口派
伊崎 慢太郎,いさき まんたろう,isaki_mantarou@example.com,男,23,1998/3/21,未婚,千葉県,0 4-206-2123,080- 336- 662,au,別盛り・せき止め派
松元 禄郎,まつもと ろくろう,matsumoto_rokurou@example.com,男,26,1994/11/28,未婚,岩手県,019-522-7757,090-1790-4173,au,左ルー・ナン派
蒼井 はるみ,あおい はるみ,aoi_harumi@example.com,女,80,1940/10/3,既婚,東京都,041-750-4363,090- 767-8674,ドコモ,ぶっかけ・別口派
小田 博之,おだ ひろゆき,oda_hiroyuki@example.com,男,54,1967/9/1,既婚,福岡県,035-894-1260,080-2012-9627,ドコモ,左ルー・せき止め派
菅原 淳,すがわら あつし,sugawara_atsushi@example.com,男,55,1966/5/13,既婚,大阪府,053-888-8570,080- 926-1957,ドコモ,ぶっかけ・ルー攻め派
松下 慶二,まつした けいじ,matsushita_keiji@example.com,男,68,1953/4/1,既婚,千葉県,064-659-9503,080-5624-2297,ドコモ,手前ルー・せき止め派
少路 恵梨香,しょうじ えりか,shouji_erika@example.com,女,80,1941/4/2,既婚,兵庫県,045- 48-3330,080-3853-7654,ドコモ,ぶっかけ・ルー攻め派
金児 由宇,かねこ ゆう,kaneko_yuu@example.com,女,56,1964/10/5,既婚,大阪府,048-822-9609,080-6884-1056,ドコモ,左ルー・せき止め派
石崎 メイサ,いしざき めいさ,ishizaki_meisa@example.com,女,56,1965/6/17,既婚,広島県,012-152-9756,080-1790-1084,au,右ルー・ルー攻め派
彼方 春樹,かなた はるき,kanata_haruki@example.com,女,36,1984/12/15,既婚,東京都,0 4-791-3629,080-4472-1435,ドコモ,左ルー・せき止め派
大江 昌代,おおえ まさよ,ooe_masayo@example.com,女,72,1949/7/21,既婚,秋田県,090-332- 466,080-7834-4908,ツーカー,左ルー・混ぜ混ぜ派
対馬 知世,つしま ちせ,tsushima_chise@example.com,女,60,1961/6/5,既婚,東京都,016-502-2029,080-9945-6902,ドコモ,手前ルー・せき止め派
黒田 光臣,くろた みつおみ,kurota_mitsuomi@example.com,男,66,1955/6/28,既婚,長崎県,015-411-4942,080-6217-2643,ドコモ,手前ルー・せき止め派
笠井 美月,かさい みづき,kasai_miduki@example.com,女,30,1990/10/6,未婚,石川県,030-632-1118,090- 482-8913,ドコモ,左ルー・別口派
増井 育子,ますい いくこ,masui_ikuko@example.com,女,43,1978/5/26,既婚,北海道,0 3-770-4038,080-7290-7297,au,奥ルー・混ぜ混ぜ派
大平 宏行,おおひら ひろゆき,oohira_hiroyuki@example.com,男,77,1944/5/10,既婚,三重県,063-638-3997,080-6706-8339,ドコモ,左ルー・混ぜ混ぜ派
水野 美智子,みずの みちこ,mizuno_michiko@example.com,女,70,1951/7/30,既婚,三重県,094-808-3973,080-5884-4080,ドコモ,ぶっかけ・ナン派
中尾 遥,なかお はるか,nakao_haruka@example.com,女,79,1941/10/13,既婚,福島県,0 9-395-6187,080-2276-9859,ドコモ,ぶっかけ・せき止め派
井上 咲,いのうえ さき,inoue_saki@example.com,女,42,1978/11/5,既婚,鹿児島県,066-695-8481,080-6792-6942,au,ぶっかけ・せき止め派
水川 智花,みずかわ ともか,mizukawa_tomoka@example.com,女,47,1974/4/7,既婚,山形県,017-545-   3,080-6896-3190,au,左ルー・ルー攻め派
奥村 めぐみ,おくむら めぐみ,okumura_megumi@example.com,女,66,1955/4/20,既婚,奈良県,031- 20-4157,080-4096-7411,ソフトバンク,右ルー・せき止め派
一木 啓介,いちき けいすけ,ichiki_keisuke@example.com,男,47,1974/2/14,既婚,東京都,0 5-114-9374,080-6632-7086,ドコモ,奥ルー・ルー攻め派
寺岡 右京,てらおか うきょう,teraoka_ukyou@example.com,男,26,1995/2/2,既婚,愛知県,015-579-9441,090-3736-3568,ドコモ,ぶっかけ・別口派
関 薫,せき かおる,seki_kaoru@example.com,男,51,1970/4/18,既婚,神奈川県,035- 30-4740,090-1869-1370,ドコモ,ぶっかけ・せき止め派
一青 淳子,ひとと あつこ,hitoto_atsuko@example.com,女,38,1982/11/7,既婚,埼玉県,087-356-4732,080-9745-6028,ドコモ,左ルー・混ぜ混ぜ派
奥山 めぐみ,おくやま めぐみ,okuyama_megumi@example.com,女,24,1997/4/28,既婚,広島県,039-150-2653,090-5579-8799,au,奥ルー・ルー攻め派
内村 遥,うちむら はるか,uchimura_haruka@example.com,女,73,1947/10/4,既婚,埼玉県,039-543-7576,080-1220-6813,ツーカー,左ルー・せき止め派
宮地 淳,みやじ あつし,miyaji_atsushi@example.com,男,43,1977/11/12,既婚,愛知県,0 2-414-2449,080-8346-9456,au,奥ルー・混ぜ混ぜ派
横田 知世,よこた ちせ,yokota_chise@example.com,女,67,1954/3/28,既婚,千葉県,030-368-4491,080-5633-6265,ドコモ,左ルー・混ぜ混ぜ派
富永 慢太郎,とみなが まんたろう,tominaga_mantarou@example.com,男,46,1975/5/29,既婚,香川県,051-138-1688,090-2027-5675,ドコモ,左ルー・混ぜ混ぜ派
宮川 真一,みやかわ しんいち,miyakawa_shinichi@example.com,男,29,1992/7/12,既婚,埼玉県,078-781-5275,080-8604-2727,ドコモ,右ルー・ナン派
勝田 かおり,かつだ かおり,katsuda_kaori@example.com,女,61,1960/8/21,既婚,北海道,078-270-9344,090-1327-7644,ドコモ,右ルー・混ぜ混ぜ派
野沢 崇史,のざわ たかし,nozawa_takashi@example.com,男,55,1966/8/19,既婚,茨城県,061-399-7973,080-5812-5202,ドコモ,左ルー・ルー攻め派
若山 未華子,わかやま みかこ,wakayama_mikako@example.com,女,63,1957/10/11,既婚,滋賀県,022-720-5694,090-4983-7578,au,手前ルー・混ぜ混ぜ派
岡崎 路子,おかざき みちこ,okazaki_michiko@example.com,女,77,1943/11/27,既婚,大阪府,013-974-8834,090-6028- 742,ドコモ,ぶっかけ・ルー攻め派
山田 美希,やまだ みき,yamada_miki@example.com,女,70,1951/9/24,既婚,佐賀県,015-426-2112,090-7268-9330,ドコモ,手前ルー・せき止め派
伊集院 啓介,いじゅういん けいすけ,ijuuin_keisuke1@example.com,男,27,1994/3/11,既婚,岡山県,027-768-2619,080-5336-3252,ドコモ,右ルー・せき止め派
吉川 那奈,よしかわ なな,yoshikawa_nana@example.com,女,34,1987/5/16,既婚,石川県,029-918-2801,090-1416-1997,ドコモ,右ルー・ルー攻め派
北島 恵望子,きたじま えみこ,kitajima_emiko@example.com,女,38,1982/11/7,未婚,宮城県,038-814-3338,080-4183-7939,ドコモ,右ルー・ルー攻め派
井川 高史,いがわ たかし,igawa_takashi@example.com,男,79,1942/4/7,既婚,長野県,011-631-4941,080-9805-7484,au,ぶっかけ・せき止め派
神保 慶二,じんぼ けいじ,jinbo_keiji@example.com,男,63,1958/7/18,既婚,長崎県,023-618-6840,080-5207-9147,ドコモ,左ルー・混ぜ混ぜ派
野口 仁,のぐち じん,noguchi_jin@example.com,男,60,1960/10/22,既婚,滋賀県,026-740-5460,080-8377-9813,ドコモ,左ルー・せき止め派
沢田 瞬,さわだ しゅん,sawada_shun@example.com,女,73,1948/4/13,既婚,栃木県,031-876-7541,090-3819-5600,ドコモ,右ルー・ルー攻め派
塩沢 正敏,しおざわ まさとし,shiozawa_masatoshi@example.com,男,22,1999/4/21,未婚,新潟県,010-844-1904,090-4142-3461,ドコモ,ぶっかけ・別口派
西浦 遥,にしうら はるか,nishiura_haruka@example.com,女,20,2001/5/22,未婚,熊本県,054-969-5074,090-3912-3201,ソフトバンク,左ルー・せき止め派
細川 まなみ,ほそかわ まなみ,hosokawa_manami@example.com,女,56,1965/6/1,既婚,東京都,082-499-7308,080-8763-4745,au,ぶっかけ・混ぜ混ぜ派
大林 将也,おおばやし まさや,oobayashi_masaya@example.com,男,38,1983/8/15,既婚,栃木県,091-545-6362,090-9472-4329,au,右ルー・別口派
岩永 花,いわなが はな,iwanaga_hana@example.com,女,23,1997/12/22,既婚,大阪府,043-571-4891,080-8818-1635,au,ぶっかけ・ルー攻め派
沢尻 恵梨香,さわじり えりか,sawajiri_erika@example.com,女,69,1952/7/24,既婚,滋賀県,060- 58-5425,090-1785-1771,au,ぶっかけ・せき止め派
飯野 くるみ,いいの くるみ,iino_kurumi@example.com,女,74,1947/6/16,既婚,福岡県,071-340-7424,080-2438-6066,au,ぶっかけ・混ぜ混ぜ派
おかやま 晴臣,おかやま はるおみ,okayama_haruomi@example.com,男,51,1970/1/18,既婚,山口県,075-186-2438,090-6987-3021,ツーカー,奥ルー・混ぜ混ぜ派
宇田川 竜也,うだがわ たつや,udagawa_tatsuya@example.com,男,29,1992/5/6,既婚,東京都,013-257-6081,090- 214-6880,ドコモ,左ルー・ルー攻め派
水嶋 華子,みずしま はなこ,mizushima_hanako@example.com,女,75,1946/7/17,既婚,大阪府,075-819-3049,080-3124-6539,ドコモ,ぶっかけ・混ぜ混ぜ派
島袋 剛基,しまぶくろ よしき,shimabukuro_yoshiki@example.com,男,54,1967/5/13,未婚,千葉県,016-270-6458,090-1765-6857,ソフトバンク,奥ルー・ルー攻め派
浅利 雅彦,あさり まさひこ,asari_masahiko@example.com,男,41,1979/10/18,既婚,東京都,060- 25-9330,090-4945-9361,ソフトバンク,左ルー・せき止め派
田島 たかお,たじま たかお,tajima_takao@example.com,男,57,1964/4/6,既婚,東京都,079-593-  53,090-2079-4306,ドコモ,左ルー・せき止め派
武内 愛,たけうち あい,takeuchi_ai@example.com,女,29,1992/2/20,既婚,長崎県,056-223-4546,080-4577-9187,ドコモ,右ルー・ナン派
細井 恵望子,ほそい えみこ,hosoi_emiko@example.com,女,59,1962/6/14,既婚,新潟県,051-585-9384,090-5116-4089,ドコモ,ぶっかけ・混ぜ混ぜ派
大下 愛梨,おおした あいり,ooshita_airi@example.com,女,56,1965/3/10,既婚,神奈川県,074-144-4843,090- 714-5327,ソフトバンク,右ルー・混ぜ混ぜ派
正木 ひかり,まさき ひかり,masaki_hikari@example.com,女,65,1955/12/18,既婚,滋賀県,010-298-3269,090- 226- 434,ドコモ,右ルー・せき止め派
関 聡,せき さとし,seki_satoshi@example.com,男,46,1974/12/9,既婚,大阪府,025-470-6238,080-3561-7746,ソフトバンク,ぶっかけ・別口派
長瀬 完爾,ながせ かんじ,nagase_kanji@example.com,男,33,1988/1/14,既婚,兵庫県,053-359-3287,090-1875- 786,ドコモ,手前ルー・ルー攻め派
米沢 景子,よねざわ けいこ,yonezawa_keiko@example.com,女,55,1966/8/29,既婚,大阪府,063-704-6390,090-4628-6307,ソフトバンク,左ルー・せき止め派
永井 結子,ながい ゆうこ,nagai_yuuko@example.com,女,22,1998/10/23,未婚,兵庫県,0 6-542-7516,090-7911-9035,ソフトバンク,奥ルー・混ぜ混ぜ派
藤沢 杏,ふじさわ あん,fujisawa_ann@example.com,女,28,1993/3/31,未婚,兵庫県,032-424- 562,080-2348- 851,au,ぶっかけ・別口派
井川 長利,いがわ ながとし,igawa_nagatoshi@example.com,男,79,1941/12/30,既婚,神奈川県,019-811-3737,090-8808-2661,au,右ルー・ルー攻め派
梅沢 広司,うめざわ こうじ,umezawa_kouji@example.com,男,35,1986/9/24,既婚,奈良県,033-995-2818,090-1881-2216,ドコモ,ぶっかけ・別口派
橘 充則,たちばな みつのり,tachibana_mitsunori@example.com,男,22,1998/12/4,未婚,富山県,0 5-730-1062,090-6242-1004,ドコモ,左ルー・ルー攻め派
高尾 雅彦,たかお まさひこ,takao_masahiko@example.com,男,52,1968/11/1,既婚,神奈川県,086-792-7479,080-7964- 700,au,別盛り・混ぜ混ぜ派
岩沢 雅之,いわさわ まさゆき,iwasawa_masayuki@example.com,男,39,1981/10/10,既婚,新潟県,0 8-866-6817,080-6524-2341,ソフトバンク,左ルー・混ぜ混ぜ派
佐藤 完爾,さとう かんじ,satou_kanji@example.com,男,30,1991/7/26,既婚,三重県,010-816- 551,080-4725-9763,ドコモ,ぶっかけ・せき止め派
大沢 彩,おおさわ あや,oosawa_aya@example.com,女,60,1961/4/19,既婚,沖縄県,021-732-4158,080-3110-6676,ドコモ,ぶっかけ・せき止め派
田口 勝久,たぐち かつひさ,taguchi_katsuhisa@example.com,男,29,1992/4/4,既婚,千葉県,073-853-1348,080-4052-2875,ドコモ,右ルー・ルー攻め派
早美 千夏,はやみ ちなつ,hayami_chinatsu@example.com,女,41,1980/2/15,既婚,北海道,075-422-4192,080-9862-8268,ソフトバンク,ぶっかけ・混ぜ混ぜ派
川原 貴美子,かわはら きみこ,kawahara_kimiko@example.com,女,64,1957/9/21,既婚,山口県,035-  7-1857,080-5238-7238,au,右ルー・別口派
田崎 俊介,たざき しゅんすけ,tazaki_shunsuke@example.com,男,47,1974/2/20,既婚,熊本県,047-371-9127,090-4901-7895,ソフトバンク,手前ルー・混ぜ混ぜ派
玉田 優,たまだ ゆう,tamada_yuu@example.com,女,39,1982/4/17,既婚,神奈川県,047-944-2551,090-3523-9605,ドコモ,奥ルー・別口派
久保田 禄郎,くぼた ろくろう,kubota_rokurou@example.com,男,44,1976/10/19,既婚,東京都,032-459-8005,090-1337-4542,au,ぶっかけ・ルー攻め派
柳沢 雅之,やなぎさわ まさゆき,yanagisawa_masayuki@example.com,男,76,1945/4/6,既婚,埼玉県,048-905- 428,090-6438-3651,au,左ルー・ナン派
喜多 晴臣,きた はるおみ,kita_haruomi@example.com,男,64,1956/12/8,既婚,三重県,066-797-4742,090-4808- 793,ドコモ,ぶっかけ・せき止め派
大野 晃司,おおの こうじ,oono_kouji@example.com,男,73,1948/2/21,既婚,兵庫県,029-614-8214,080-3051-3521,au,奥ルー・ルー攻め派
西田 結衣,にしだ ゆい,nishida_yui@example.com,女,34,1987/8/15,既婚,熊本県,024-556-9452,080-8809-3662,au,左ルー・ルー攻め派
満島 ひとみ,みつしま ひとみ,mitsushima_hitomi@example.com,女,54,1967/4/26,既婚,兵庫県,069- 24-3892,090-1157-8504,ドコモ,左ルー・せき止め派
菅沼 徹,すがぬま とおる,suganuma_tooru@example.com,男,50,1971/8/22,既婚,千葉県,051-167-7767,080-6451-4587,ソフトバンク,左ルー・ルー攻め派
橋爪 惇,はしづめ じゅん,hashidume_jun@example.com,男,42,1979/2/6,既婚,東京都,043-602-8712,080-6498-7522,ドコモ,左ルー・せき止め派
藤村 勇太,ふじむら ゆうた,fujimura_yuuta@example.com,男,33,1988/1/6,既婚,埼玉県,052- 93-7399,080-9054-9799,ソフトバンク,ぶっかけ・混ぜ混ぜ派
小室 俊二,こむろ しゅんじ,komuro_shunji@example.com,男,51,1970/1/20,既婚,北海道,040-264-4430,080- 600-3956,ソフトバンク,右ルー・せき止め派
本上 瞬,ほんじょう しゅん,honjo_shun@example.com,女,25,1996/9/11,未婚,和歌山県,049-617-4425,090-9344-5776,ソフトバンク,左ルー・せき止め派
菅野 優,かんの ゆう,kanno_yuu@example.com,女,29,1992/4/23,未婚,福島県,032-560-8752,090-1151-6831,ソフトバンク,左ルー・せき止め派
江崎 崇史,えざき たかし,ezaki_takashi@example.com,男,70,1951/1/10,既婚,広島県,076-896-  89,080-7305-3743,au,ぶっかけ・ルー攻め派
菅野 千夏,かんの ちなつ,kanno_chinatsu@example.com,女,32,1989/2/1,既婚,三重県,055-230- 897,090-8776-8769,ドコモ,別盛り・ルー攻め派
大和 広司,やまと こうじ,yamato_kouji@example.com,男,68,1953/7/25,既婚,兵庫県,0 6-994-1679,090-5277-5840,ドコモ,右ルー・別口派
辻 さゆり,つじ さゆり,tsuji_sayuri@example.com,女,44,1976/12/10,既婚,山口県,098-202-1281,080-1438-5609,ドコモ,ぶっかけ・ルー攻め派
小高 丈史,こだか たけし,kodaka_takeshi@example.com,男,66,1955/2/19,既婚,兵庫県,098-484-7057,080-8595-7111,ソフトバンク,右ルー・別口派
神崎 季衣,かんざき としえ,kanzaki_toshie@example.com,女,28,1993/7/13,未婚,大阪府,067-356-8015,090-3250- 582,ソフトバンク,手前ルー・せき止め派
大井 大,おおい まさる,ooi_masaru@example.com,男,61,1960/1/31,既婚,京都府,048-952-3530,090-9847-7146,ドコモ,左ルー・別口派
渡辺 明日,わたなべ めいび,watanabe_meibi@example.com,女,65,1955/11/11,既婚,岐阜県,060-124-3401,080- 759-9104,ドコモ,左ルー・ルー攻め派
柴田 まさし,しばた まさし,shibata_masashi@example.com,男,29,1991/10/9,既婚,山形県,072- 39-8813,080-2132-7126,ソフトバンク,ぶっかけ・ルー攻め派
辻本 徹平,つじもと てっぺい,tsujimoto_teppei@example.com,男,41,1980/3/4,未婚,岡山県,075-262-7802,090-4398-6058,ドコモ,ぶっかけ・ルー攻め派
吉川 育子,よしかわ いくこ,yoshikawa_ikuko@example.com,女,52,1969/3/29,既婚,神奈川県,0  -423-4344,080-8251-  58,ドコモ,左ルー・別口派
吉井 恵梨香,よしい えりか,yoshii_erika@example.com,女,31,1990/5/19,既婚,福岡県,035-679-9910,090-5317-5086,au,右ルー・混ぜ混ぜ派
岡本 友香,おかもと ともか,okamoto_tomoka@example.com,女,39,1982/4/13,未婚,大阪府,085-548-7168,080-2255- 966,ドコモ,ぶっかけ・せき止め派
川越 美希,かわごえ みき,kawagoe_miki@example.com,女,67,1954/3/15,既婚,愛知県,043-180-3869,090-4416-5113,ドコモ,ぶっかけ・せき止め派
藤木 季衣,ふじき としえ,fujiki_toshie@example.com,女,74,1946/12/24,既婚,千葉県,092-728-8230,090-7355-1646,ドコモ,ぶっかけ・ルー攻め派
吉本 鉄洋,よしもと てつひろ,yoshimoto_tetsuhiro@example.com,男,58,1963/7/15,既婚,愛知県,089-480-7853,080-9735-4517,ソフトバンク,奥ルー・ルー攻め派
井川 春樹,いがわ はるき,igawa_haruki@example.com,女,61,1960/7/27,既婚,神奈川県,074- 68-8659,090-3828-1277,au,右ルー・ルー攻め派
